#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,link,desc
417,Pachirisu,Electric,,405,60,45,70,45,90,95,4,False,https://img.pokemondb.net/sprites/home/normal/pachirisu.png,"Pachirisu is a small, white squirrel-like Pokémon with a faint blueish tint and a light blue stripe starting from its forehead and goes all the way down to the tip of the tail. A female Pachirisu's blue stripe is shorter than a male's. A large white tooth grows out of its mouth. It has deep gray eyes and a yellow circle on each cheek. Its tail is almost twice as big as its body, with three spikes at the top of the curl, which it can use to shoot charges. Though its arms and legs are very short, it can run incredibly fast, enabling it to tire pursuing Pokémon out quickly. It has a great amount of electricity flowing within its body. If it builds up enough charge, it may shock other Pokémon. It is related to the Pikachu line.
"
418,Buizel,Water,,330,55,65,35,60,30,85,4,False,https://img.pokemondb.net/sprites/home/normal/buizel.png,"Buizel is an orange Pokémon resembling a weasel and a sea otter. It has a yellow collar around its neck and two blue fins on its arms. Buizel has a cream-colored spot above each eye and two black parallel marks on its cheeks. The underside of its face and stomach are also cream-colored, as are the tips of its two tails. A male Buizel has two cream-colored spots on their back, while a female has only one.
"
419,Floatzel,Water,,495,85,105,55,85,50,115,4,False,https://img.pokemondb.net/sprites/home/normal/floatzel.png,"Floatzel is an orange Pokémon resembling an anthropomorphic otter or weasel with longer arms than legs. It has four fingers on each hand and three toes on each foot. Its feet are small in comparison to the rest of the body. It has two pointed blue fins on its arms; two aligned, backward-swept, pointed fins on its head; and two tails, which can spin like a propeller in a similar way to its pre-evolution's. It has cream colorations on its forehead, eyelids, muzzle, belly, and the tips of its forelimbs and tails. It also has one cream, slightly protruding, oval-shaped spot on its back if it is female, and two of these spots if it is male. There is an orange teardrop shape near the bottom of its belly, and a pattern of two black triangles on the edges of its muzzle. It has small, sharp canine teeth, the top two of which can be seen when its mouth is closed.
"
420,Cherubi,Grass,,275,45,35,45,62,53,35,4,False,https://img.pokemondb.net/sprites/home/normal/cherubi.png,"Cherubi is a small, cherry-like Pokémon with a round, deep-pink body with two stubby feet. The body becomes redder when bathed in sunlight, which signals that it has stockpiled a lot of nutrients. It has beady eyes and a purple-red stripe running down part of its face. Cherubi has a short stem with two big, green leaves and a second, much smaller head growing out of it. This second head is vestigial in terms of function, but it contains nutrients that contribute to Cherubi's growth as its initial source of food. The second head is apparently edible and has a sweet taste, and several Pokémon such as Starly have been seen trying to pluck it off. When the second head begins to bloom and wilt, it means Cherubi is close to evolving. The second head detaches after Cherubi evolves, which become food for other creatures. Cherubi is attracted to honey.
"
421,Cherrim,Grass,,450,70,60,70,87,78,85,4,False,https://img.pokemondb.net/sprites/home/normal/cherrim.png,"Cherrim is a small Pokémon with two different forms, both of which are dependent on the weather. During normal weather conditions, Cherrim is in its Overcast Form. Two purple petals enclose its deep pink body. A short purple stem and a green leafy sepal sprout from the top of the petals. Its eyes appear to be near its short legs in this form.
"
422,Shellos,Water,,325,76,48,48,57,62,34,4,False,https://img.pokemondb.net/sprites/home/normal/shellos.png,"Shellos is a sea slug-like Pokémon whose appearance changes depending on which part of the sea it is found in. Both forms have amorphous, slug-like bodies, black oval-shaped eyes with yellow outlines, minuscule, dot-shaped noses, and wide yellow lips. Like real-world sea slugs, they have mantles covering the top halves of their bodies. These mantles are outlined in yellow, similar to their eyes. Unlike real sea slugs, however, they have bulbous heads and four small feet rather than one large foot.
"
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,False,https://img.pokemondb.net/sprites/home/normal/gastrodon.png,"Gastrodon is a sea slug-like Pokémon. Much like its pre-evolved form, it has a slug-like body with a round head and a mantle covering the top half of its body. It has six stubby legs and three black eyes with white pupils, with the third appearing on its forehead. A yellow stripe runs along the edge of its mantle, through its two lower eyes, and around the back of its head. Like Shellos, Gastrodon has two forms based on the sea it lives in.
"
424,Ambipom,Normal,,482,75,100,66,60,66,115,4,False,https://img.pokemondb.net/sprites/home/normal/ambipom.png,"Ambipom is a purple, simian Pokémon with two tails, each with a large, rounded hand with three red-tipped fingers. The tails also have a cuff of a rounded frill on the wrists. The bases of Ambipom's tails also have a similar frill. It has round ears with red insides. Ambipom has an arrangement of a split hair sticking out from the top of its head. These strands of hair are longer on a female. It has a purple, triangular nose and wide eyes.
"
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,False,https://img.pokemondb.net/sprites/home/normal/drifloon.png,"Drifloon is a Pokémon with a spherical, purple body. It has two stringy arms that have yellow, heart-shaped hands on the ends of them. At the base of its body is a frayed protrusion that resembles the tied end of a balloon. In the middle of its face is a yellow tape-like ""X"" mark, which contains its small mouth in the very center. Located on either side of the ""X"" are its small, black eyes. A white mass of fluff that resembles a cloud sits on top of Drifloon's head. Drifloon's body is filled with air, as well as the lost spirits of people and Pokémon. Its body expands as it collects more souls. If it explodes, the souls unleash with a screaming sound. It is also rumored that Drifloon itself is reincarnated from deceased humans.
"
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,False,https://img.pokemondb.net/sprites/home/normal/drifblim.png,"Drifblim is a Pokémon that has a large, spherical, purple body with the lower quarter of its body being a lighter purple. The colors are separated by a repeated semicircle pattern all around its body. On the top of its head is a puffy, white mass, which closely resembles a cloud. In the center of its body is a large yellow ""X"" mark, and on either side just above the ""X"" are its small, red eyes. On the lower portion of its body are four long, thin arms that extend diagonally in four different directions. Its arms are tipped with yellow and have three short points each. The bottom of its body narrows into a short, red extrusion that fans slightly outward. Drifblim's body contains souls, said to be burdened with regrets. These souls serve as fuel for Drifblim's gas.
"
427,Buneary,Normal,,350,55,66,44,44,56,85,4,False,https://img.pokemondb.net/sprites/home/normal/buneary.png,"Buneary is a small, bipedal, rabbit-like Pokémon with brown ears that can curl up. It has two types of fur covering its body: a light tan fleece that covers much of its lower body, feet, and the tips of its ears; and a smooth, chocolate colored pelt on the upper half of its body. It has a small, triangular pink nose; pink paw pads on the undersides of its feet; and small tan spots above its eyes. It has a small brown puff of a tail.
"
428,Lopunny,Normal,,480,65,76,84,54,96,105,4,False,https://img.pokemondb.net/sprites/home/normal/lopunny.png,"Lopunny is a bipedal, rabbit-like Pokémon with a dark brown fur and a short, round tail. It has pink eyes with black markings on the inner edge, long tufts of cream-colored fur above its eyes, and a small, pink nose. Similar tufts of fluffy cream-colored fur cover its wrists, lower legs, and the ends of its long ears, which bend shortly above its head. Lopunny is very proud of these ears and never fails to groom them. If the ears are roughly handled, Lopunny will kick in retaliation.
"
428,LopunnyMega Lopunny,Normal,Fighting,580,65,136,94,54,96,135,4,False,https://img.pokemondb.net/sprites/home/normal/lopunny-mega.png,
429,Mismagius,Ghost,,495,60,60,60,105,105,105,4,False,https://img.pokemondb.net/sprites/home/normal/mismagius.png,"Mismagius is a purple, ghost-like Pokémon. It has a round head with elaborate tufts resembling a witch's hat atop it. The tips of the tufts are paler than most of the body. It has a thin, red mouth that resembles the letter ""W."" Below its head, Mismagius has a short, thorax-like lump from which its body connects. Three elliptical red spheres surround the upper portion of Mismagius's body. There are extensions on the sides of its lower body with the foremost ones tattered compared to rear ones. This gives Mismagius the appearance of wearing some kind of cloak.
"
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,False,https://img.pokemondb.net/sprites/home/normal/honchkrow.png,"Honchkrow is a dark-blue avian Pokémon with plumage resembling a person dressed in formal attire, one that most resembles a mob boss. It has a large feather crest resembling a fedora hat that has spikes extending from the back. It has circular red eyes with white sclerae and dark blue eyelids. Its yellow beak is slightly curved, and its head is supported by a broad, short neck. Honchkrow has a white and prominent crest of feathers on its chest that bears resemblance to a beard or cravat. Its wings have red feathers on the inside. Honchkrow has black feet with four toes. The tail's base is a white, cylindrical stalk, on which there is a growth of red feathers on the end.
"
431,Glameow,Normal,,310,49,55,42,42,37,85,4,False,https://img.pokemondb.net/sprites/home/normal/glameow.png,"Glameow is a gray feline Pokémon with a slender physique. It has a crescent-shaped head with two white-tipped ears. It also has a white muzzle, a small black nose, pink eyelids, yellow eyes with blue irises, and two rows of thin whiskers. Its neck has a ruff-like fringe, and its legs have similar fringes. Its feet are tipped with white and have pink paw pads on the underside. It has a curled, spring-shaped tail and a white fluff at the tip of it.
"
432,Purugly,Normal,,452,71,82,64,64,59,112,4,False,https://img.pokemondb.net/sprites/home/normal/purugly.png,"Purugly is a rotund gray and white feline Pokémon with a crescent-shaped head. Its ears are pointed and tipped purple. It has whiskers with a zigzag-like pattern at the end of them. The frilly portion of its spiraling tail is forked, but it usually keeps it clasped around its waist, which makes it appear less fat. Despite appearing very sluggish, Purugly will not be reluctant to attack if angered and can be quite fast.
"
433,Chingling,Psychic,,285,45,30,50,65,50,45,4,False,https://img.pokemondb.net/sprites/home/normal/chingling.png,"Chingling is a yellow, spherical Pokémon similar to a jingle bell. It has stubby arms and legs, as well as beady, black eyes. There are circular openings on both sides of its mouth. Inside its mouth is a red orb, which creates a ringing sound as the Pokémon moves. Additionally, the orb can be vibrated to create high frequency, long-lasting cries to deafen its opponents. The sounds produced can be too high for people to hear. Atop its body is ring-like growth with a striped rope through the middle. The rope is red-and-white with short tassels on the ends.
"
434,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,False,https://img.pokemondb.net/sprites/home/normal/stunky.png,"Stunky is a small, skunk-like Pokémon with dark-purple fur. Its face is large and rounded, with a narrow orange nose, orange-rimmed eyes, and two pairs of somewhat ""V""-shaped cream-colored whiskers on the sides of its face. It has two pointed ears that appear orange on the inside. A stripe of cream-colored fur runs along its back from the neck to the tail, with a small tuft protruding from the base of the neck. Its tail is raised high and ends with spiked hair pointed behind it. It has a cream-colored underbelly, and four short legs, that end in paws with three small, white claws.
"
435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,False,https://img.pokemondb.net/sprites/home/normal/skuntank.png,"Skuntank is a medium-sized mammalian Pokémon that resembles a skunk with the face of a cat. It has purple, spiky fur with several tan stripes. The whiskers present on its pre-evolution have since vanished or have been replaced by furry purple tufts on the sides of Skuntank's face. Its legs are tan, and the tan coloration of its underside now forms a spiky pattern. Its nose is larger than its pre-evolution. Its massive tail with a cream colored stripe, sits on top of its back and head.
"
436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,False,https://img.pokemondb.net/sprites/home/normal/bronzor.png,"Bronzor is a flat, circular, blue-green Pokémon. Six dark blue spheres bulge from its rim. It has two round, yellow eyes and a large nose-like sphere surrounded by four small circles in its center. A crest resembling an herb or branch is on its back.
"
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,False,https://img.pokemondb.net/sprites/home/normal/bronzong.png,"Bronzong is a large Pokémon resembling a blue-green bell with two arms coming out of its sides. It has a hollow body and a yoke attached at the top. Its face can be best described as being a ""Totem Pole"" design; Bronzong has two round, red eyes with blue-green irises and a rectangular mouth with one visible row of square teeth. It also has several darker, rectangular markings on its body.
"
438,Bonsly,Rock,,290,50,80,95,10,45,10,4,False,https://img.pokemondb.net/sprites/home/normal/bonsly.png,"Bonsly is a round, brown Pokémon with the top of its head resembling a club (♣). A rim goes around the middle of its body. There are three yellow spots on its face, two of which surround its eyes, which are small black dots. It has short legs and toeless feet. Bonsly also has a hole on its rear similar to the draining hole of a flowerpot. It is often mistaken for a Grass-type, but its body is biologically closer to stone.
"
439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,False,https://img.pokemondb.net/sprites/home/normal/mime-jr.png,
440,Happiny,Normal,,220,100,5,5,15,65,30,4,False,https://img.pokemondb.net/sprites/home/normal/happiny.png,"Happiny is a small Pokémon that is shaped like an egg. It has a soft, smooth, light pink body. On top of its head is a curly outgrowth that resembles a ponytail, with a dark pink band around the base. The appearance of this curly growth of hair often annoys Happiny. It has three round bumps on its forehead and two pink circles on its cheeks. There is a pouch around the lower half of its body. The pouch is red with a white stripe around the top.
"
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,False,https://img.pokemondb.net/sprites/home/normal/chatot.png,"Chatot is an avian Pokémon similar to a parakeet. Its head is black and resembles an eighth note, while its black tail resembles a metronome. Its plumage is brightly colored with blue wings, a yellow chest and feet, a green stomach, and a pink, hooked beak and eyelids. Additionally, there is a ruff of white feathers around its neck.
"
442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,False,https://img.pokemondb.net/sprites/home/normal/spiritomb.png,"Spiritomb is a ghostly purple Pokémon attached to a stone. Although lacking a physical body, Spiritomb projects its appearance out of a small rock called the Odd Keystone. The rock is trapezoidal in shape and has two small dots. There is a crack running down the middle, splitting in two near the bottom. The crack in combination with the two dots appears to form a frowning face. Spiritomb's projected appearance is an ethereal composition of swirling purple fog. Its face is set in the middle of the fog and contains green, crescent eyes that are connected to its jagged mouth. Its pupils are composed of a spiral and it is sometimes only seen with one. Swirling around its face are green orbs with yellow centers.
"
443,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,False,https://img.pokemondb.net/sprites/home/normal/gible.png,"Gible is a small, bipedal dragon-like Pokémon that is primarily grayish-blue. It has a big mouth filled with sharp teeth, no neck, and arms that start at the outer edges of its jaws. Its stomach is relatively small compared to its mouth. A red underbelly stretches from its abdomen to the bottom of its jaw. Gible has two horns that resemble jet or plane engines, each with a light blue stripe in the middle. It has a single light blue stripe wrapping around its back, and a short tail. On top of its head is a dorsal fin, which has a notch on it for the male. Its dorsal fin is strong enough to carry a person.
"
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,False,https://img.pokemondb.net/sprites/home/normal/gabite.png,"Gabite is a medium-sized, bipedal, dragon-like Pokémon that is primarily blue. Its underside is light blue, with red covering it from the middle of its abdomen to the bottoms of its jaw. Gabite has two appendages that resemble jets or plane engines extending out the side of its skull. Each appendage has a blue stripe. It has four fins: one on each arm, one on its back, and another on its tail. The back fin has a notch on it for the male. It has spikes on its hind limbs, and sharp claws on its feet and wrists. Its eyes have black sclerae and gold colored irises.
"
445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,False,https://img.pokemondb.net/sprites/home/normal/garchomp.png,"Garchomp is a bipedal, draconian Pokémon that is primarily dark blue in color. It has red on its underbelly from the lower jaw to the middle of the abdomen, including the undersides of its arms. A patch of gold comes to a point below the red on its belly, and a golden star shape adorns the tip of its snout. Garchomp has horn-like appendages that resemble a jet or plane's engines, giving it an appearance similar to a hammerhead shark. These horns allow it to sense its prey from a long distance. Its large mouth features razor-sharp teeth. The feet have three white talons, and each arm has a single large, white claw for a hand. Curved fins sprout from the arms, creating wings that allow Garchomp to fly. Garchomp also has a large dorsal fin and another on its tail that resembles a shark tailfin. The male's dorsal fin has a notch on it. Pairs of small, white spikes protrude from its upper arms and legs, and there are gill-like slits on the sides of the neck. The eyes are intense, with black sclerae and gold-colored irises.
"
445,GarchompMega Garchomp,Dragon,Ground,700,108,170,115,120,95,92,4,False,https://img.pokemondb.net/sprites/home/normal/garchomp-mega.png,
446,Munchlax,Normal,,390,135,85,40,40,85,5,4,False,https://img.pokemondb.net/sprites/home/normal/munchlax.png,"Munchlax is a teal Pokémon with a cream spot on its chest. Its round head is teal in the top half and cream on the bottom half. It has big, round eyes and large pointy ears. It has five-fingered hands and cream feet with three clawed toes. The fur close to the bottom of a Munchlax seems to resemble a dress. Munchlax has two pointy teeth that stick out of its mouth even if closed.
"
447,Riolu,Fighting,,285,40,70,40,35,40,60,4,False,https://img.pokemondb.net/sprites/home/normal/riolu.png,"Riolu is a small, blue, canine Pokémon. It has a black torso and legs, a blue tail, and a yellow collar. It has rounded bumps on the backs of its forepaws. It has a black ""mask"" and red eyes. It stands on its toes instead of its entire foot. It is sensitive to a special type of energy called Aura; however, it does not have the ability to fully use these powers, although it can still emanate these waves to communicate and sense them, albeit only in ripples. It has developed two black appendages that hang down from its head, which rise when Riolu reads or manipulates aura. It has even been seen that Riolu can sense and react to Aura before they even hatch. The aura emitting from Riolu's body grows even stronger when it is frightened or sad.
"
448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,False,https://img.pokemondb.net/sprites/home/normal/lucario.png,"Lucario is a bipedal, canine-like Pokémon with predominantly blue and black fur. It possesses a short, round spike on the back of each forepaw, in addition to a third on its chest. It has red eyes, a long snout, and ears. When its mouth is open, two pairs of pointed teeth, one in the upper jaw and one in the lower, can be seen. It possesses cream-colored fur on its torso and blue fur on its thighs that resemble shorts. It has a medium-length tail of the same blue color as well. It stands on its toes rather than on its entire foot. It has developed four black appendages that hang down from its head, which rise when Lucario reads or manipulates aura, a special energy that it senses.
"
448,LucarioMega Lucario,Fighting,Steel,625,70,145,88,140,70,112,4,False,https://img.pokemondb.net/sprites/home/normal/lucario-mega.png,
449,Hippopotas,Ground,,330,68,72,78,38,42,32,4,False,https://img.pokemondb.net/sprites/home/normal/hippopotas.png,"Hippopotas is a quadrupedal, hippopotamus-like Pokémon that is most commonly found in deserts and other arid places. Its skin color depends on gender: if male, it is tan with mottled dark brown patches, and if female, its coloring is reversed. It has a large snout with round, protruding nostrils, and several blunt teeth inside its mouth. Its eyes and small ears protrude from the top of its head. It has a small hole on its back. Each of its feet has two blunt claws, and it has a small tail.
"
450,Hippowdon,Ground,,525,108,112,118,68,72,47,4,False,https://img.pokemondb.net/sprites/home/normal/hippowdon.png,"Hippowdon is a large, hippo-like Pokémon with skin color based on its gender. It is light brown if male, and bluish-gray if female. It has a dark gray back and muzzle with several small and large holes in them. It has red eyes, a large rounded snout, and a massive mouth that is over 7 feet (2 meters) wide when open. This mouth is filled with peg-like teeth, with the two front teeth on its lower jaw being much longer than the rest. Hippowdon also has black feet with four blunt, flat claws each.
"
451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,False,https://img.pokemondb.net/sprites/home/normal/skorupi.png,"Skorupi is a Pokémon which resembles an oversized, pale purple scorpion. Its claws and tail have been swapped, giving it two stingers and a claw tail. The miniature jaws, claws, and tail claws are white. Its arms are attached directly to its head, close to its teal eyes. A pointed marking joins its eyes. The head, arms, two tail segments, and all four legs are light blue, while the body, tail end, and other two tail segments are a darker shade of blue.
"
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,False,https://img.pokemondb.net/sprites/home/normal/drapion.png,"Drapion is a large, purple, scorpion-like Pokémon. Its eyes are a pointed shape, with blue-colored upper portions. Drapion has two small, pointed protrusions between its eyes, and one on the back of its head. Drapion also has protrusions on its jaws, two on the upper and three on the lower, with large, fang-like, white-colored features extending from its mouth. Its body is composed of many violet-to-lavender body segments which end with a tail with two stingers. Drapion has four segmented legs with pointed toes. Its most distinguishing feature is its huge claws. It can turn its head 180 degrees.
"
453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,False,https://img.pokemondb.net/sprites/home/normal/croagunk.png,"Croagunk is a dark ultramarine-blue, bipedal Pokémon that resembles a poison dart frog. It has yellow eyes, which are surrounded by black markings. There are orange, expandable pouches on its cheeks, and its teeth are wide and flat. A black marking encircles its upper arms and chest, and there are white bands around its chest. The white markings are slightly higher up on the female Croagunk than the male. It has three fingers and toes, most of which are black. The only digits that are not black are its center fingers, which are orange instead.
"
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,False,https://img.pokemondb.net/sprites/home/normal/toxicroak.png,"Toxicroak is a dark blue and teal, bipedal Pokémon resembling a poison dart frog. Its head bears a gently-upward curling spike which seems to be a part of the skull. Its eyes are bright yellow, sinister and intimidating, with a small snake-like pupil. Its mouth gives an appearance of a mouth-guard, with its red upper lip curling upward at the ends in a very intimidating manner. Underneath its chin is a bulbous red vocal sac, which is smaller on a female Toxicroak. It has three fingers and one large red claw on the back of each hand. These claws on the backs of their hands can channel poison. Its forearms have two black rings encircling them. Its legs are muscular and seem to be adapted for speedy attacks. It has three toes on its feet, with a red middle toe on each foot, and a sharp spike that juts out of its heels. Underneath the pelvic area are two white horizontal lines. Thick black lines run down the sides of its body and surrounding its limbs, making them seem as if the limbs are detachable. The black lines go up into its face and surround the eyes before meeting in the middle of its snout, just above the upper lip.
"
455,Carnivine,Grass,,454,74,100,72,90,72,46,4,False,https://img.pokemondb.net/sprites/home/normal/carnivine.png,"Carnivine is a green plant-like Pokémon resembling a Venus flytrap. Its circular eyes have small pupils, and it has spiky teeth. Its stem is yellow with green spots, with red and green vines beneath with the appearance of tentacles. It has two arms resembling leaves with three leafy 'fingers' each.
"
456,Finneon,Water,,330,49,49,56,49,61,66,4,False,https://img.pokemondb.net/sprites/home/normal/finneon.png,"Finneon is a small fishlike Pokémon with an ellipsoid body. The bottom half of its body is light-blue while the top half is black. A pink stripe runs across either side of Finneon's horizontal length. It has small blue pectoral fins, two black oval-shaped dorsal fins, and pink eyes. Finneon's most notable feature is the pair of caudal fins that resemble a pair of blue butterfly wings with pink spots. The bottom lobes of a female Finneon's tail fin are bigger than a male's. Finneon's pink stripes and spots can absorb sunlight, which allows those areas to shine vividly at night. Finneon shines itself as a form of camouflage, as well as to attract prey.
"
457,Lumineon,Water,,460,69,69,76,69,86,91,4,False,https://img.pokemondb.net/sprites/home/normal/lumineon.png,"Lumineon is a fishlike Pokémon with dark blue scales. Its eyes are deep pink, and its face and eyelids are light blue. It has two pairs of large pectoral fins that resemble butterfly wings. These fins have wavy, light blue markings around the edges, and the lower pair is longer on the female. The light blue markings on Lumineon's pectoral fins are able to emit light. There is a band of light blue running vertically around its body. Its tail is long with a deep pink spot at the tip, and it has a pair of light blue pelvic fins.
"
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,False,https://img.pokemondb.net/sprites/home/normal/mantyke.png,"Mantyke is a Pokémon that resembles a manta ray. It has a round body with wide, flat fins. Its back is dark-blue, while its underside is light blue. There are two red spots with white outlines and a light-blue, curved line on its back. These markings give the overall impression of a smiling face and vary slightly in each region. It has two long, curving antennae on top of its head and black eyes with eyelash-like markings underneath.
"
459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,False,https://img.pokemondb.net/sprites/home/normal/snover.png,"Snover is a Pokémon with a white upper body and brown lower body that resembles a snow-covered tree. It will be two-thirds brown if male and two-thirds white if female. It has green eyes and three points on top of its head. Its feet and green tail are stubby, and there are two green spikes that resemble pinecones on its back. Five cones form its hand: a large central cone with four smaller cones around it. Edible white Berries grow along Snover's midsection.
"
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,False,https://img.pokemondb.net/sprites/home/normal/abomasnow.png,"Abomasnow is a large, bipedal Pokémon covered in shaggy, white fur. It has pale purple eyes with bushy eyebrows and long strands of fur covering its mouth. Two tufts of longer fur grow on both its back and chest, with the chest fur being longer on the female. Its hands, feet, and tail are dark green and spiky, similar to the foliage of an evergreen tree. On its back are four green spikes that resemble pinecones.
"
460,AbomasnowMega Abomasnow,Grass,Ice,594,90,132,105,132,105,30,4,False,https://img.pokemondb.net/sprites/home/normal/abomasnow-mega.png,
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,False,https://img.pokemondb.net/sprites/home/normal/weavile.png,"Weavile is a bipedal Pokémon with a pale, gray body that resembles both a cat and a weasel. It has a bright red crown and collar made of wide feathers and a single, thinner feather on each ear. The ear feathers are smaller on a female Weavile. Weavile has two tail feathers and three claws on each paw. There is an oval, yellow gem-like protrusion in the center of its forehead. Its eyes are red with three eyelashes, and four fangs protrude from its upper jaw. Weavile is distantly related to Sneasler from the Hisui region.
"
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,False,https://img.pokemondb.net/sprites/home/normal/magnezone.png,"Magnezone is a robot-like Pokémon which resembles a UFO. It's the result of Magneton leveling up in the presence of a special magnetic field. The evolution is done on a molecular level, but despite this, scientists have failed at attempts to force it. Magnezone's tough steel body is wide and circular, similar to a disc or saucer, with a thin edge circling the diameter of its body. Its main eye is in the center, containing a large, red pupil. On each side of its body, it has a ball-shaped addition, with each side containing an eye, horseshoe magnet, and Phillips head screw. These secondary eyes can move independently of its main eye, as shown in Confronting the Darkness!. On top of its head is a tall, thin, yellow rod, closely resembling an antenna, which it uses for certain attacks. Behind its body is a third horseshoe magnet, positioned like a tail.
"
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,False,https://img.pokemondb.net/sprites/home/normal/lickilicky.png,"Lickilicky is a dark pink, rotund Pokémon with a small tail and a long tongue. It has a yellow line pattern on its belly and a white bib-like pattern, making it almost resemble a round baby boy. It also has what appears to be a curled appendage on its head.
"
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,False,https://img.pokemondb.net/sprites/home/normal/rhyperior.png,"Rhyperior is a large, brownish-gray Pokémon with two horns: a larger one on its nose, and smaller one above it. The upper horn is even smaller on a female Rhyperior. The larger horn is divided into three sections by two thin slanted rings, making the horn resemble a drill. Its hide is partially covered by orange, rocky plates on its head, shoulders, arms, waist, and knees, similar to that of the protector used to evolve it from Rhydon. The hide of Rhyperior's armor has a mysterious substance. It has blade-like protrusions on its elbows and has holes in the palms of its hands which work as cannons or guns. It has three blunt, gray fingers on each hand, two gray toes on each foot, and a club-like tail. Its eyes have red irises with what appears be two thick, rectangular rocks above each one, resembling heavy eyebrows.
"
465,Tangrowth,Grass,,535,100,100,125,110,50,50,4,False,https://img.pokemondb.net/sprites/home/normal/tangrowth.png,"Tangrowth is a large Pokémon with a black body wrapped in a large mass of blue vines. The vines are used to entangle foes and prey. A pair of saucer-like eyes peek out from beneath the tangled mess of vines. However, these eyes may be hidden in warm seasons due to how profusely the vines grow. Its stubby black feet are tipped with red. Tangrowth has a pair of blue boneless arms that have three fingers. The arms are made from bundles of vines. These fingers are completely red on a female Tangrowth, while they have red tips on a male.
"
466,Electivire,Electric,,540,75,123,67,95,85,95,4,False,https://img.pokemondb.net/sprites/home/normal/electivire.png,"Electivire is a large, humanoid Pokémon covered in yellow fur with black stripes. It appears to lack a neck and has red eyes, a black spot on its forehead, and a pair of antennae with bulbous tips. A pattern on Electivire's back resembles an electric outlet. The fur on its cheeks and shoulders is spiky and ruffled. It has two black tails with red rounded ends, resembling open electrical wires. Electivire has black feet with three, clawed toes, and five black fingers on each of its hands.
"
467,Magmortar,Fire,,540,75,95,67,125,95,83,4,False,https://img.pokemondb.net/sprites/home/normal/magmortar.png,"Magmortar is a large, vaguely humanoid, red-and-yellow-striped Pokémon with an egg-shaped body. It has pink lips on its dark face. It has yellow, tubular arms with a black ""band"" on both and three small claws on the black part of each ""hand"". Its legs are small in proportion to its body with pink thighs, red feet, and black shackles around its ankles. It has one large yellow flame on its head, as well as large red flames on its shoulders and tail. Additionally, it has four pink spikes on its back. It has an organ that resembles a magma chamber.
"
468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,False,https://img.pokemondb.net/sprites/home/normal/togekiss.png,"Togekiss is a white, avian Pokémon with an ovoid body. While its feet are small and situated closely together, its wings are broad and triangular. Red and blue triangular markings over its underside, and it has a short tail consisting of three feathers. On the back of its head are three spikes: a red-tipped one on the right, a blue-tipped one on the left, and a pure white one in the middle. Togekiss has a relatively flat face and small, black eyes.
"
469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,False,https://img.pokemondb.net/sprites/home/normal/yanmega.png,"Yanmega is a large, dark green dragonfly Pokémon. Its large eyes are red with black lines that make a sideways ""T"" shape in each one. It has two large, white fangs or mandibles next to its small mouth. Its immense jaw power allows it to bite apart foes while flying by at high speed. Each of Yanmega's segments has a red spot on them, while the last tail segment has a black triangular plate. It has two similar plates on the back of its thorax and a third on its head. Yanmega has six black thin legs. It has four white, oval wings with red tips, and there are two smaller white wings on the end of its tail.
"
470,Leafeon,Grass,,525,65,110,130,60,65,95,4,False,https://img.pokemondb.net/sprites/home/normal/leafeon.png,"Leafeon is a mammalian, quadrupedal Pokémon. Its body is tan with dark brown paws. It has a multitude of small green sprouts growing all over its legs, chest, and back, with the longest one on its head, in front of four tan tufts of fur. Leafeon's green ears and tail resemble tattered leaves. It has brown eyes and a small, brown nose.
"
